Anz Daten: 10000; Mittelpunkt:         0.00;   162501.39;   161104.82;

        Abst;       BrSec;       LaSec;
   228789.15;       26.26;       26.24;
   228789.15;        4.66;       48.03;
   228789.16;        7.18;       45.47;
   228789.17;       14.37;       38.21;
   228789.18;       15.58;       36.98;
   228789.18;        6.63;       46.00;
   228789.18;       22.14;       30.35;
   228789.20;       50.69;        1.54;
   228789.20;       25.88;       26.56;
   228789.20;       25.86;       26.57;
   228789.21;       20.64;       31.83;
   228789.21;       17.91;       34.58;
   228789.22;       17.16;       35.33;
   228789.22;       32.29;       20.06;
   228789.22;       34.20;       18.13;
   228789.23;       37.06;       15.24;
   228789.23;       20.42;       32.02;
   228789.23;        1.00;       51.61;
   228789.24;       40.21;       12.05;
   228789.25;        2.35;       50.22;
   228789.26;       19.20;       33.21;
   228789.27;       37.53;       14.70;
   228789.28;       20.78;       31.59;
   228789.28;       18.56;       33.82;
   228789.30;       31.06;       21.19;
   228789.30;        6.38;       46.08;
   228789.31;       11.65;       40.76;
   228789.32;       23.71;       28.58;
   228789.32;       11.75;       40.64;
   228789.32;        1.51;       50.97;
   228789.32;       35.02;       17.16;
   228789.33;       14.11;       38.25;
   228789.34;       19.10;       33.20;
   228789.34;       17.88;       34.43;
   228789.34;       16.34;       35.98;
   228789.34;        8.24;       44.15;
   228789.34;       13.47;       38.87;
   228789.35;        8.10;       44.28;
   228789.35;       21.14;       31.12;
   228789.36;       40.37;       11.71;
   228789.36;       34.49;       17.64;
   228789.37;       21.66;       30.57;
   228789.38;       51.21;        0.76;
   228789.39;       48.33;        3.65;
   228789.39;       12.23;       40.06;
   228789.40;       16.88;       35.35;
   228789.40;        5.56;       46.77;
   228789.40;       31.79;       20.31;
   228789.41;       44.82;        7.16;
   228789.41;       24.36;       27.79;
   228789.41;        7.78;       44.51;
   228789.42;       36.62;       15.41;
   228789.43;        3.49;       48.82;
   228789.44;       29.54;       22.52;
   228789.44;       23.76;       28.35;
   228789.45;       38.04;       13.94;
   228789.45;       18.91;       33.23;
   228789.46;       49.39;        2.48;
   228789.46;       46.67;        5.22;
   228789.46;        0.25;       52.04;
   228789.47;       16.13;       36.01;
   228789.48;        4.91;       47.31;
   228789.48;       30.81;       21.18;
   228789.48;       34.14;       17.82;
   228789.49;       25.78;       26.25;
   228789.50;       31.98;       19.98;
   228789.50;       20.33;       31.73;
   228789.50;       35.29;       16.64;
   228789.50;       35.69;       16.23;
   228789.52;       26.53;       25.45;
   228789.52;       49.87;        1.90;
   228789.53;       27.78;       24.17;
   228789.53;       29.83;       22.10;
   228789.54;       43.28;        8.52;
   228789.55;        3.55;       48.59;
   228789.55;       18.20;       33.81;
   228789.55;       50.83;        0.90;
   228789.55;       51.03;        0.69;
   228789.56;        8.76;       43.32;
   228789.56;       49.94;        1.78;
   228789.56;       23.47;       28.47;
   228789.57;       24.10;       27.83;
   228789.59;       45.42;        6.30;
   228789.61;       39.79;       11.95;
   228789.61;       32.59;       19.21;
   228789.61;       24.37;       27.50;
   228789.61;       24.09;       27.78;
   228789.62;       21.47;       30.41;
   228789.63;        1.87;       50.17;
   228789.64;       37.09;       14.63;
   228789.64;       21.99;       29.86;
   228789.64;       43.49;        8.17;
   228789.64;        8.77;       43.19;
   228789.64;       45.25;        6.39;
   228789.65;       27.06;       24.73;
   228789.65;        5.41;       46.57;
   228789.65;       26.18;       25.61;
   228789.65;       48.40;        3.20;
   228789.66;       47.24;        4.36;
   228789.67;       35.50;       16.19;
   228789.68;       42.26;        9.36;
   228789.68;        8.48;       43.43;
   228789.68;        7.27;       44.64;
   228789.69;       19.54;       32.26;
   228789.69;       44.64;        6.94;
   228789.69;        4.94;       46.98;
   228789.69;       19.28;       32.51;
   228789.70;       18.70;       33.09;
   228789.70;       34.34;       17.31;
   228789.70;       50.58;        0.93;
   228789.71;       24.91;       26.81;
   228789.72;        8.13;       43.72;
   228789.73;       23.40;       28.31;
   228789.73;       36.09;       15.51;
   228789.73;       18.16;       33.59;
   228789.73;       14.52;       37.26;
   228789.73;       12.98;       38.81;
   228789.74;       34.37;       17.23;
   228789.74;       29.53;       22.10;
   228789.75;       45.58;        5.91;
   228789.76;       24.31;       27.34;
   228789.76;       27.65;       23.97;
   228789.77;       38.72;       12.80;
   228789.77;       36.11;       15.43;
   228789.77;       46.64;        4.81;
   228789.78;       36.85;       14.67;
   228789.79;       36.45;       15.06;
   228789.79;       40.88;       10.59;
   228789.79;       30.26;       21.30;
   228789.81;       44.11;        7.31;
   228789.82;       23.58;       28.00;
   228789.82;       19.71;       31.90;
   228789.83;       18.72;       32.88;
   228789.83;       25.18;       26.36;
   228789.84;       39.92;       11.49;
   228789.85;        3.00;       48.72;
   228789.86;        1.15;       50.56;
   228789.87;        5.69;       45.97;
   228789.88;       14.89;       36.68;
   228789.88;       44.51;        6.80;
   228789.88;        7.31;       44.32;
   228789.89;       13.25;       38.32;
   228789.89;        2.09;       49.57;
   228789.90;       40.56;       10.76;
   228789.90;        4.58;       47.05;
   228789.90;        8.79;       42.80;
   228789.90;       36.14;       15.21;
   228789.90;       46.66;        4.60;
   228789.90;       21.91;       29.56;
   228789.91;        7.37;       44.22;
   228789.91;        1.29;       50.35;
   228789.92;       34.88;       16.46;
   228789.92;       14.68;       36.83;
   228789.92;       28.34;       23.05;
   228789.93;       36.68;       14.63;
   228789.93;        7.00;       44.56;
   228789.95;       10.64;       40.86;
   228789.95;       42.86;        8.36;
   228789.96;       47.29;        3.89;
   228789.96;        8.71;       42.79;
   228789.98;       39.05;       12.17;
   228789.98;       42.43;        8.75;
   228789.98;        6.64;       44.85;
   228789.99;       28.97;       22.32;
   228789.99;       28.05;       23.24;
   228790.02;       46.13;        4.97;
   228790.03;       12.72;       38.65;
   228790.03;       12.14;       39.23;
   228790.04;       26.19;       25.05;
   228790.05;       46.36;        4.69;
   228790.07;       47.82;        3.19;
   228790.08;        1.13;       50.28;
   228790.08;       42.56;        8.48;
   228790.08;        8.71;       42.62;
   228790.10;       15.53;       35.72;
   228790.12;       23.91;       27.24;
   228790.13;       17.82;       33.37;
   228790.13;        1.91;       49.42;
   228790.14;       18.59;       32.58;
   228790.14;       28.17;       22.91;
   228790.14;       27.86;       23.22;
   228790.16;       33.50;       17.50;
   228790.17;       39.64;       11.30;
   228790.17;       22.89;       28.19;
   228790.17;       13.36;       37.80;
   228790.18;       34.68;       16.29;
   228790.18;        8.08;       43.12;
   228790.18;       27.32;       23.71;
   228790.19;        0.63;       50.62;
   228790.20;        6.52;       44.66;
   228790.20;       16.55;       34.54;
   228790.21;        5.02;       46.16;
   228790.21;       32.36;       18.58;
   228790.21;       36.88;       14.02;
   228790.22;       25.10;       25.90;
   228790.22;       38.66;       12.22;
   228790.22;       18.93;       32.12;
   228790.22;       42.69;        8.15;
   228790.22;        2.37;       48.82;
   228790.24;       27.80;       23.14;
   228790.24;       14.87;       36.18;
   228790.25;        0.87;       50.30;
   228790.25;       28.00;       22.93;
   228790.25;       23.84;       27.12;
   228790.25;       30.40;       20.50;
   228790.25;       10.82;       40.25;
   228790.26;        7.85;       43.24;
   228790.26;       39.88;       10.93;
   228790.26;       24.26;       26.68;
   228790.27;       37.82;       13.00;
   228790.27;        0.24;       50.90;
   228790.27;       26.10;       24.81;
   228790.27;       14.63;       36.38;
   228790.27;       45.60;        5.14;
   228790.28;        6.55;       44.52;
   228790.29;       40.30;       10.47;
   228790.29;       21.35;       29.58;
   228790.29;       37.89;       12.89;
   228790.30;       22.99;       27.91;
   228790.30;       48.00;        2.68;
   228790.30;       25.53;       25.34;
   228790.31;       24.09;       26.78;
   228790.32;       26.04;       24.81;
   228790.32;       25.11;       25.74;
   228790.32;       31.90;       18.89;
   228790.32;        4.37;       46.66;
   228790.32;       42.06;        8.64;
   228790.32;       43.16;        7.53;
   228790.33;       10.28;       40.69;
   228790.33;       31.27;       19.51;
   228790.33;       11.46;       39.49;
   228790.34;       20.42;       30.45;
   228790.34;       19.13;       31.74;
   228790.37;       25.61;       25.17;
   228790.37;       20.71;       30.11;
   228790.37;        9.34;       41.58;
   228790.38;        4.95;       46.00;
   228790.38;       23.23;       27.55;
   228790.38;       16.11;       34.73;
   228790.38;       46.12;        4.46;
   228790.39;       14.60;       36.25;
   228790.39;        9.92;       40.96;
   228790.40;       19.87;       30.92;
   228790.40;       30.25;       20.44;
   228790.42;        5.32;       45.57;
   228790.42;       37.19;       13.42;
   228790.42;       20.91;       29.83;
   228790.43;        8.11;       42.74;
   228790.43;       21.14;       29.59;
   228790.43;       38.28;       12.30;
   228790.43;       45.08;        5.44;
   228790.44;        1.46;       49.43;
   228790.45;       28.00;       22.64;
   228790.45;       16.26;       34.48;
   228790.46;       16.84;       33.89;
   228790.46;       16.83;       33.89;
   228790.46;       10.89;       39.88;
   228790.48;        1.90;       48.93;
   228790.48;       49.03;        1.39;
   228790.49;       34.62;       15.91;
   228790.49;       41.01;        9.46;
   228790.49;       11.99;       38.73;
   228790.49;       26.60;       23.99;
   228790.50;       40.75;        9.71;
   228790.50;       14.82;       35.86;
   228790.51;        4.40;       46.37;
   228790.51;       14.30;       36.38;
   228790.52;       22.07;       28.53;
   228790.53;       15.89;       34.74;
   228790.54;       27.62;       22.90;
   228790.54;       26.19;       24.34;
   228790.54;       19.22;       31.37;
   228790.54;        7.68;       43.01;
   228790.56;       25.53;       24.98;
   228790.57;       29.68;       20.78;
   228790.57;        3.06;       47.63;
   228790.58;       49.31;        0.97;
   228790.58;        0.04;       50.66;
   228790.58;       33.03;       17.38;
   228790.59;        0.17;       50.52;
   228790.60;       44.90;        5.39;
   228790.60;       23.75;       26.72;
   228790.60;       17.31;       33.21;
   228790.60;       46.31;        3.96;
   228790.60;        3.22;       47.42;
   228790.61;       27.96;       22.46;
   228790.61;       43.26;        7.02;
   228790.62;       43.71;        6.56;
   228790.62;       45.59;        4.66;
   228790.62;       49.58;        0.63;
   228790.64;       23.07;       27.35;
   228790.64;       27.60;       22.77;
   228790.65;       30.28;       20.06;
   228790.65;       31.27;       19.06;
   228790.66;       21.98;       28.41;
   228790.67;       38.12;       12.12;
   228790.67;       36.85;       13.40;
   228790.68;        5.52;       44.99;
   228790.68;       40.98;        9.22;
   228790.69;       22.93;       27.42;
   228790.69;        1.41;       49.13;
   228790.71;       15.29;       35.10;
   228790.71;       29.86;       20.40;
   228790.71;        5.09;       45.38;
   228790.73;        2.14;       48.33;
   228790.74;       31.14;       19.06;
   228790.78;       23.50;       26.71;
   228790.79;       28.92;       21.23;
   228790.80;       45.58;        4.42;
   228790.80;       25.24;       24.93;
   228790.81;       45.47;        4.51;
   228790.81;        1.42;       48.94;
   228790.82;        7.55;       42.75;
   228790.82;       42.00;        8.00;
   228790.84;       30.90;       19.16;
   228790.84;       47.32;        2.60;
   228790.85;        4.10;       46.19;
   228790.85;       40.34;        9.63;
   228790.86;        8.36;       41.87;
   228790.88;       40.83;        9.09;
   228790.89;       46.63;        3.23;
   228790.90;       24.02;       26.02;
   228790.90;       23.45;       26.59;
   228790.91;        3.60;       46.60;
   228790.93;       32.07;       17.86;
   228790.93;       32.67;       17.25;
   228790.93;       41.43;        8.41;
   228790.94;       15.25;       34.81;
   228790.94;       33.05;       16.85;
   228790.95;       23.16;       26.82;
   228790.95;        1.33;       48.84;
   228790.95;       35.98;       13.88;
   228790.96;       22.42;       27.55;
   228790.96;       17.48;       32.53;
   228790.96;       48.56;        1.18;
   228790.97;       27.49;       22.42;
   228790.97;       39.04;       10.77;
   228790.97;       44.94;        4.82;
   228790.98;       35.79;       14.03;
   228790.98;        0.97;       49.15;
   228790.99;       31.61;       18.24;
   228790.99;        9.54;       40.49;
   228791.00;       32.98;       16.84;
   228791.00;       37.29;       12.49;
   228791.00;       20.74;       29.18;
   228791.01;       20.05;       29.87;
   228791.01;       42.92;        6.80;
   228791.04;       17.51;       32.39;
   228791.04;       18.13;       31.76;
   228791.04;        9.75;       40.21;
   228791.05;       22.76;       27.08;
   228791.06;       49.35;        0.25;
   228791.06;       39.21;       10.47;
   228791.06;       19.35;       30.50;
   228791.06;       36.47;       13.23;
   228791.06;       24.74;       25.06;
   228791.07;       42.37;        7.27;
   228791.08;        8.65;       41.27;
   228791.08;       24.25;       25.53;
   228791.08;       20.24;       29.57;
   228791.09;        9.24;       40.66;
   228791.10;        0.20;       49.77;
   228791.10;       29.96;       19.74;
   228791.10;       37.95;       11.68;
   228791.11;       23.60;       26.14;
   228791.11;       47.82;        1.71;
   228791.12;       45.45;        4.09;
   228791.14;        2.75;       47.14;
   228791.14;        6.53;       43.32;
   228791.14;        1.53;       48.36;
   228791.14;        5.99;       43.86;
   228791.15;        6.47;       43.37;
   228791.15;        4.99;       44.86;
   228791.15;       27.06;       22.59;
   228791.16;        6.26;       43.57;
   228791.16;       34.86;       14.72;
   228791.16;        0.41;       49.47;
   228791.16;       42.07;        7.44;
   228791.17;       34.43;       15.13;
   228791.19;       11.67;       38.07;
   228791.19;        7.47;       42.30;
   228791.22;       28.24;       21.31;
   228791.23;       12.73;       36.94;
   228791.23;       13.98;       35.67;
   228791.24;       42.56;        6.84;
   228791.24;        3.91;       45.82;
   228791.25;       31.06;       18.42;
   228791.26;       29.87;       19.60;
   228791.26;       39.19;       10.20;
   228791.28;       35.61;       13.79;
   228791.28;       44.61;        4.71;
   228791.29;       46.86;        2.43;
   228791.29;       37.11;       12.26;
   228791.29;        8.94;       40.67;
   228791.31;       11.28;       38.29;
   228791.32;        5.21;       44.39;
   228791.33;       26.62;       22.79;
   228791.33;       28.71;       20.68;
   228791.33;        3.58;       46.03;
   228791.33;       41.42;        7.86;
   228791.33;       45.70;        3.54;
   228791.33;       24.52;       24.90;
   228791.34;        5.54;       44.04;
   228791.34;       45.94;        3.29;
   228791.34;       16.31;       33.17;
   228791.34;       26.54;       22.85;
   228791.34;       21.37;       28.06;
   228791.35;        0.04;       49.57;
   228791.35;       28.86;       20.49;
   228791.36;       40.96;        8.28;
   228791.37;       21.23;       28.17;
   228791.38;        1.30;       48.26;
   228791.38;        5.74;       43.78;
   228791.38;        0.79;       48.77;
   228791.38;       42.08;        7.12;
   228791.38;        6.22;       43.29;
   228791.39;       25.52;       23.81;
   228791.39;       16.21;       33.20;
   228791.41;       26.68;       22.61;
   228791.41;       25.37;       23.93;
   228791.41;       13.89;       35.51;
   228791.41;        3.45;       46.04;
   228791.42;       26.54;       22.73;
   228791.44;       24.09;       25.18;
   228791.45;       46.88;        2.18;
   228791.45;       47.30;        1.75;
   228791.46;       47.37;        1.67;
   228791.46;        4.43;       44.98;
   228791.47;       14.93;       34.38;
   228791.47;       41.10;        7.98;
   228791.47;       48.08;        0.94;
   228791.48;       44.98;        4.06;
   228791.48;        8.44;       40.91;
   228791.50;        0.20;       49.19;
   228791.51;       27.09;       22.06;
   228791.51;       17.52;       31.70;
   228791.52;       11.67;       37.60;
   228791.52;       14.77;       34.47;
   228791.52;       26.03;       23.11;
   228791.52;       24.87;       24.28;
   228791.52;       37.27;       11.77;
   228791.53;       11.32;       37.94;
   228791.53;        7.54;       41.74;
   228791.54;       24.29;       24.84;
   228791.54;       48.85;        0.07;
   228791.54;       10.45;       38.80;
   228791.55;       39.84;        9.14;
   228791.57;       41.53;        7.41;
   228791.57;       36.09;       12.89;
   228791.58;       11.33;       37.85;
   228791.58;       15.70;       33.44;
   228791.58;       30.52;       18.49;
   228791.59;       24.07;       24.99;
   228791.60;       43.34;        5.54;
   228791.60;       14.43;       34.69;
   228791.60;       31.62;       17.35;
   228791.62;       23.89;       25.13;
   228791.62;        1.16;       48.06;
   228791.64;       43.53;        5.29;
   228791.64;       48.59;        0.18;
   228791.65;       28.99;       19.94;
   228791.65;       10.48;       38.61;
   228791.66;       21.01;       27.98;
   228791.67;       41.73;        7.06;
   228791.68;        2.85;       46.27;
   228791.69;        3.85;       45.24;
   228791.70;       25.21;       23.68;
   228791.70;       48.05;        0.64;
   228791.70;       30.21;       18.63;
   228791.71;        8.24;       40.79;
   228791.71;       15.49;       33.47;
   228791.71;       44.18;        4.53;
   228791.71;        2.66;       46.41;
   228791.71;       19.54;       29.38;
   228791.73;       43.35;        5.34;
   228791.74;       43.83;        4.84;
   228791.75;       44.36;        4.30;
   228791.75;       29.44;       19.34;
   228791.75;       28.03;       20.76;
   228791.76;       25.01;       23.79;
   228791.77;        2.82;       46.17;
   228791.77;       25.52;       23.27;
   228791.77;       32.47;       16.26;
   228791.77;       19.21;       29.63;
   228791.78;       19.60;       29.23;
   228791.78;       35.66;       13.03;
   228791.78;       13.63;       35.25;
   228791.78;       12.34;       36.55;
   228791.78;       26.85;       21.91;
   228791.79;       14.76;       34.10;
   228791.79;       16.73;       32.11;
   228791.80;       42.54;        6.06;
   228791.80;       44.47;        4.11;
   228791.81;       16.02;       32.80;
   228791.82;        5.27;       43.63;
   228791.82;       38.46;       10.15;
   228791.82;       29.29;       19.39;
   228791.83;       24.28;       24.44;
   228791.83;       23.68;       25.04;
   228791.83;       16.45;       32.33;
   228791.84;       41.34;        7.22;
   228791.84;        3.29;       45.60;
   228791.84;       23.43;       25.27;
   228791.85;       30.13;       18.51;
   228791.85;       25.15;       23.53;
   228791.86;        8.48;       40.33;
   228791.86;        0.63;       48.25;
   228791.87;       30.27;       18.34;
   228791.87;       44.65;        3.83;
   228791.88;       42.53;        5.96;
   228791.88;       41.44;        7.05;
   228791.89;       47.09;        1.35;
   228791.89;       30.51;       18.07;
   228791.89;       17.65;       31.03;
   228791.90;       38.31;       10.19;
   228791.92;       47.68;        0.71;
   228791.92;        7.25;       41.48;
   228791.93;       36.62;       11.85;
   228791.93;        3.25;       45.51;
   228791.93;       33.67;       14.82;
   228791.93;       17.49;       31.14;
   228791.94;       33.30;       15.18;
   228791.95;        5.70;       43.01;
   228791.95;       47.33;        1.01;
   228791.96;       18.55;       30.03;
   228791.97;        2.84;       45.86;
   228791.98;        5.63;       43.04;
   228791.98;       46.97;        1.34;
   228791.98;       33.43;       14.99;
   228791.98;       26.29;       22.19;
   228791.99;       38.46;        9.91;
   228791.99;       16.14;       32.42;
   228791.99;        3.18;       45.49;
   228791.99;       15.12;       33.44;
   228792.00;       44.51;        3.79;
   228792.00;       24.92;       23.54;
   228792.01;       31.43;       16.97;
   228792.01;        0.51;       48.16;
   228792.01;       15.36;       33.17;
   228792.01;       36.04;       12.31;
   228792.01;        1.68;       46.97;
   228792.02;        6.88;       41.72;
   228792.02;        5.73;       42.87;
   228792.03;        6.79;       41.80;
   228792.03;        0.73;       47.91;
   228792.04;        0.68;       47.94;
   228792.05;       29.83;       18.53;
   228792.05;       34.46;       13.85;
   228792.06;       21.74;       26.67;
   228792.07;       21.86;       26.54;
   228792.08;        9.28;       39.21;
   228792.08;       32.74;       15.54;
   228792.09;       44.91;        3.26;
   228792.09;       20.14;       28.24;
   228792.09;       14.12;       34.31;
   228792.11;       17.10;       31.28;
   228792.12;        5.13;       43.34;
   228792.13;       36.13;       12.05;
   228792.14;        9.26;       39.15;
   228792.14;       41.57;        6.56;
   228792.14;        7.86;       40.56;
   228792.14;       36.32;       11.85;
   228792.14;        1.77;       46.70;
   228792.15;       46.42;        1.65;
   228792.15;       13.78;       34.57;
   228792.15;       38.56;        9.57;
   228792.16;       29.49;       18.71;
   228792.16;        9.96;       38.41;
   228792.17;       33.72;       14.43;
   228792.17;        1.61;       46.82;
   228792.17;        3.37;       45.04;
   228792.18;        6.94;       41.43;
   228792.18;        1.27;       47.15;
   228792.19;       29.32;       18.84;
   228792.19;       34.31;       13.80;
   228792.20;       12.76;       35.53;
   228792.20;       33.46;       14.65;
   228792.20;       34.28;       13.82;
   228792.20;       22.49;       25.71;
   228792.20;       20.15;       28.07;
   228792.21;       30.05;       18.07;
   228792.22;        6.37;       41.95;
   228792.22;       35.06;       13.00;
   228792.23;       45.22;        2.75;
   228792.23;       11.06;       37.20;
   228792.23;       21.82;       26.34;
   228792.24;       40.36;        7.64;
   228792.25;       22.23;       25.91;
   228792.25;       20.02;       28.13;
   228792.26;        2.53;       45.77;
   228792.26;       46.13;        1.79;
   228792.26;       42.76;        5.18;
   228792.27;       31.85;       16.17;
   228792.28;       10.60;       37.60;
   228792.28;       14.45;       33.71;
   228792.29;       37.79;       10.16;
   228792.29;        1.73;       46.53;
   228792.29;        2.10;       46.15;
   228792.30;       20.67;       27.41;
   228792.31;       20.11;       27.96;
   228792.31;       13.12;       35.01;
   228792.32;       45.28;        2.56;
   228792.32;        4.78;       43.41;
   228792.32;       30.45;       17.51;
   228792.32;       10.66;       37.47;
   228792.34;       14.53;       33.55;
   228792.34;        8.64;       39.48;
   228792.35;       22.37;       25.62;
   228792.36;       16.80;       31.22;
   228792.37;       46.29;        1.47;
   228792.37;       37.66;       10.17;
   228792.37;       28.02;       19.89;
   228792.38;        3.18;       44.94;
   228792.39;       46.68;        1.05;
   228792.39;       35.79;       12.03;
   228792.39;       43.43;        4.32;
   228792.40;        8.42;       39.63;
   228792.40;        6.14;       41.93;
   228792.40;       16.24;       31.73;
   228792.41;        8.07;       39.96;
   228792.41;       47.25;        0.44;
   228792.41;       24.91;       22.97;
   228792.43;       14.09;       33.86;
   228792.44;       29.89;       17.91;
   228792.45;        2.13;       45.90;
   228792.45;       18.58;       29.30;
   228792.47;       34.90;       12.82;
   228792.47;       29.80;       17.96;
   228792.47;       13.26;       34.64;
   228792.48;       33.66;       14.05;
   228792.48;        3.55;       44.42;
   228792.48;       11.37;       36.53;
   228792.48;       42.46;        5.17;
   228792.49;       21.08;       26.73;
   228792.49;       24.37;       23.41;
   228792.49;        4.21;       43.74;
   228792.50;        4.14;       43.80;
   228792.50;        1.72;       46.24;
   228792.50;       31.23;       16.47;
   228792.50;       46.47;        1.10;
   228792.51;       25.72;       22.02;
   228792.52;       33.56;       14.10;
   228792.52;       37.03;       10.60;
   228792.53;       24.29;       23.43;
   228792.53;       34.58;       13.05;
   228792.53;        5.89;       41.99;
   228792.53;       35.54;       12.08;
   228792.54;       24.01;       23.70;
   228792.54;        4.99;       42.88;
   228792.55;       33.02;       14.60;
   228792.55;       36.75;       10.83;
   228792.56;        4.61;       43.24;
   228792.57;       17.28;       30.45;
   228792.57;       25.12;       22.53;
   228792.58;       10.04;       37.74;
   228792.59;       15.48;       32.23;
   228792.59;        5.22;       42.58;
   228792.60;       33.20;       14.35;
   228792.61;       25.66;       21.94;
   228792.62;       22.41;       25.20;
   228792.62;       33.55;       13.96;
   228792.62;       41.56;        5.88;
   228792.62;       40.27;        7.18;
   228792.62;       26.09;       21.48;
   228792.63;        9.88;       37.83;
   228792.63;        6.63;       41.10;
   228792.63;       24.84;       22.73;
   228792.64;       43.22;        4.18;
   228792.64;       46.62;        0.75;
   228792.65;       11.94;       35.72;
   228792.67;       42.68;        4.68;
   228792.68;       40.78;        6.58;
   228792.69;       21.97;       25.54;
   228792.70;        1.29;       46.39;
   228792.71;        4.80;       42.84;
   228792.71;        4.67;       42.96;
   228792.72;       24.05;       23.40;
   228792.72;       14.56;       32.97;
   228792.72;       32.94;       14.43;
   228792.73;       41.93;        5.36;
   228792.73;       33.98;       13.37;
   228792.74;       21.60;       25.85;
   228792.74;       33.19;       14.16;
   228792.74;       42.30;        4.97;
   228792.75;        3.75;       43.84;
   228792.75;       33.41;       13.92;
   228792.75;       26.30;       21.09;
   228792.75;       11.07;       36.45;
   228792.75;       20.11;       27.33;
   228792.76;        7.85;       39.69;
   228792.76;       16.41;       31.05;
   228792.76;       46.69;        0.51;
   228792.76;        7.00;       40.54;
   228792.77;       34.72;       12.57;
   228792.77;       20.59;       26.82;
   228792.78;        3.63;       43.92;
   228792.78;        7.74;       39.77;
   228792.78;       20.06;       27.34;
   228792.78;       43.16;        4.04;
   228792.79;       34.96;       12.30;
   228792.79;        2.36;       45.18;
   228792.80;        5.74;       41.76;
   228792.80;       23.82;       23.52;
   228792.80;       24.87;       22.46;
   228792.81;        4.44;       43.06;
   228792.81;       37.74;        9.46;
   228792.82;       19.99;       27.35;
   228792.83;       10.65;       36.76;
   228792.83;       25.46;       21.82;
   228792.86;       45.91;        1.16;
   228792.86;       29.36;       17.85;
   228792.86;       25.09;       22.15;
   228792.87;       24.57;       22.67;
   228792.87;       15.76;       31.55;
   228792.87;       26.77;       20.44;
   228792.87;        8.41;       38.96;
   228792.88;       14.15;       33.16;
   228792.88;       40.74;        6.34;
   228792.89;       23.36;       23.85;
   228792.89;       25.58;       21.61;
   228792.90;        0.50;       46.91;
   228792.90;       32.51;       14.61;
   228792.91;       41.88;        5.15;
   228792.91;       31.19;       15.93;
   228792.92;        5.04;       42.30;
   228792.92;       10.15;       37.14;
   228792.93;       21.68;       25.50;
   228792.93;        1.20;       46.15;
   228792.94;       19.89;       27.29;
   228792.94;       32.42;       14.65;
   228792.95;        7.34;       39.93;
   228792.95;       28.93;       18.15;
   228792.96;       10.96;       36.27;
   228792.96;       14.20;       32.99;
   228792.97;       27.77;       19.30;
   228792.97;       44.72;        2.20;
   228792.99;       46.00;        0.88;
   228792.99;        4.14;       43.10;
   228793.00;       29.94;       17.07;
   228793.00;       29.01;       18.00;
   228793.00;       44.84;        2.03;
   228793.01;       25.79;       21.23;
   228793.01;       14.30;       32.82;
   228793.02;       41.64;        5.23;
   228793.03;       24.79;       22.22;
   228793.03;       28.21;       18.77;
   228793.03;       46.36;        0.46;
   228793.04;       10.26;       36.86;
   228793.04;       43.86;        2.97;
   228793.05;       42.28;        4.55;
   228793.05;       18.02;       29.01;
   228793.07;       39.12;        7.70;
   228793.08;        7.65;       39.44;
   228793.08;       37.45;        9.37;
   228793.09;       40.60;        6.19;
   228793.09;       34.39;       12.44;
   228793.11;       43.18;        3.56;
   228793.11;        2.03;       45.06;
   228793.11;       33.95;       12.86;
   228793.11;       43.21;        3.52;
   228793.12;       36.79;        9.99;
   228793.12;       35.97;       10.81;
   228793.12;       36.73;       10.04;
   228793.12;       12.19;       34.79;
   228793.13;        6.48;       40.55;
   228793.13;        0.45;       46.63;
   228793.13;       20.57;       26.33;
   228793.13;       36.06;       10.70;
   228793.14;       17.14;       29.78;
   228793.14;       34.49;       12.28;
   228793.14;       21.24;       25.64;
   228793.14;       45.43;        1.24;
   228793.14;       12.71;       34.24;
   228793.15;       15.06;       31.86;
   228793.15;       19.56;       27.32;
   228793.15;       20.40;       26.47;
   228793.15;       26.85;       19.96;
   228793.18;       45.85;        0.76;
   228793.18;       19.69;       27.14;
   228793.19;       29.82;       16.92;
   228793.19;       22.68;       24.12;
   228793.19;       10.13;       36.77;
   228793.20;        6.58;       40.35;
   228793.20;       35.19;       11.48;
   228793.21;       41.04;        5.57;
   228793.21;       20.76;       26.02;
   228793.22;       26.88;       19.84;
   228793.22;       11.03;       35.82;
   228793.23;       33.60;       13.05;
   228793.23;       23.07;       23.67;
   228793.23;       45.94;        0.60;
   228793.23;       17.55;       29.23;
   228793.24;       29.38;       17.28;
   228793.26;        2.45;       44.43;
   228793.26;       22.20;       24.50;
   228793.26;       15.73;       31.02;
   228793.27;       24.46;       22.21;
   228793.28;       34.34;       12.23;
   228793.29;       11.89;       34.86;
   228793.29;        6.41;       40.38;
   228793.30;       17.82;       28.86;
   228793.31;       34.62;       11.90;
   228793.33;       37.86;        8.60;
   228793.34;       35.81;       10.66;
   228793.34;       33.38;       13.11;
   228793.34;       32.14;       14.36;
   228793.34;       21.28;       25.31;
   228793.35;       11.59;       35.07;
   228793.36;       39.89;        6.52;
   228793.36;       19.79;       26.79;
   228793.36;        2.65;       44.08;
   228793.38;        0.87;       45.85;
   228793.38;       25.77;       20.73;
   228793.38;        3.83;       42.86;
   228793.39;       17.13;       29.43;
   228793.40;        1.48;       45.20;
   228793.41;       17.55;       28.98;
   228793.41;       13.81;       32.75;
   228793.44;        3.01;       43.60;
   228793.45;       32.28;       14.07;
